trajectory_id,method,seed,candidate_stage,rep,stress,year,action_id,edit_type,K,underwriting_result,loss_total,mu_hat_total,reward,discount,psi_z,psi_p,c_zonal,gamma_p,z_delta,decision_cost
30000002,Static Zoning,101,0,2,historical,2024,KEEP|PRICE=0,KEEP,96,1304751.6809226237,18219528.799981255,18078037.482318405,1268014.0899362902,0.912673,0.02850660589516592,0.0,0.3107129482046208,0.00926322772104184,3.570663640715629e-18,36737.59098633354
30000002,Static Zoning,101,0,2,historical,2025,KEEP|PRICE=0,KEEP,96,418582.3914020546,19037822.230301354,18015189.464540195,380929.3639507615,0.8852928099999999,0.0290784862621473,0.0,0.3107129482046208,0.016134349680605065,3.570663640715629e-18,37653.02745129308
30000003,Static Zoning,101,0,3,historical,2021,KEEP|PRICE=0,KEEP,96,640271.0846748054,18596777.857609127,17812082.353966605,605849.6801608243,1.0,0.026653580808865544,0.0,0.3107129482046208,0.0,3.570663640715629e-18,34421.40451398106
30000003,Static Zoning,101,0,3,historical,2022,KEEP|PRICE=0,KEEP,96,451079.48079373315,18836792.70509848,17859140.91286316,415495.3746723943,0.97,0.027247704696844486,0.0,0.3107129482046208,0.011371554387576685,3.570663640715629e-18,35584.10612133884
30000003,Static Zoning,101,0,3,historical,2023,KEEP|PRICE=0,KEEP,96,4112923.8424535226,15383705.188506557,18052434.287926,4075123.2390752374,0.9409,0.028753539396956185,0.0,0.3107129482046208,0.02558480552427265,3.570663640715629e-18,37800.60337828534
30000003,Static Zoning,101,0,3,historical,2024,KEEP|PRICE=0,KEEP,96,3629822.810666524,15894457.670237355,18078037.482318405,3593085.2196801906,0.912673,0.02850660589516592,0.0,0.3107129482046208,0.00926322772104184,3.570663640715629e-18,36737.59098633354
30000003,Static Zoning,101,0,3,historical,2025,KEEP|PRICE=0,KEEP,96,1181631.1063902266,18274773.515313182,18015189.464540195,1143978.0789389336,0.8852928099999999,0.0290784862621473,0.0,0.3107129482046208,0.016134349680605065,3.570663640715629e-18,37653.02745129308
30000004,Static Zoning,101,0,4,historical,2021,KEEP|PRICE=0,KEEP,96,-1657335.246195551,20894384.188479483,17812082.353966605,-1691756.650709532,1.0,0.026653580808865544,0.0,0.3107129482046208,0.0,3.570663640715629e-18,34421.40451398106
30000004,Static Zoning,101,0,4,historical,2022,KEEP|PRICE=0,KEEP,96,1387960.3739016429,17899911.81199057,17859140.91286316,1352376.267780304,0.97,0.027247704696844486,0.0,0.3107129482046208,0.011371554387576685,3.570663640715629e-18,35584.10612133884
30000004,Static Zoning,101,0,4,historical,2023,KEEP|PRICE=0,KEEP,96,2134758.847788006,17361870.183172073,18052434.287926,2096958.2444097206,0.9409,0.028753539396956185,0.0,0.3107129482046208,0.02558480552427265,3.570663640715629e-18,37800.60337828534
30000004,Static Zoning,101,0,4,historical,2024,KEEP|PRICE=0,KEEP,96,2210557.3425118886,17313723.13839199,18078037.482318405,2173819.7515255553,0.912673,0.02850660589516592,0.0,0.3107129482046208,0.00926322772104184,3.570663640715629e-18,36737.59098633354
30000004,Static Zoning,101,0,4,historical,2025,KEEP|PRICE=0,KEEP,96,-93785.97269660234,19550190.59440001,18015189.464540195,-131439.00014789542,0.8852928099999999,0.0290784862621473,0.0,0.3107129482046208,0.016134349680605065,3.570663640715629e-18,37653.02745129308
30000005,Static Zoning,101,0,5,historical,2021,KEEP|PRICE=0,KEEP,96,-1097942.4900811836,20334991.432365116,17812082.353966605,-1132363.8945951646,1.0,0.026653580808865544,0.0,0.3107129482046208,0.0,3.570663640715629e-18,34421.40451398106
