trajectory_id,method,seed,rep,stress,G0,selected_stage,adverse_return
30200071,Mean DQN,303,71,historical,9962347.641935073,3,-9962347.641935073
30200072,Mean DQN,303,72,historical,8826101.789410252,3,-8826101.789410252
30200073,Mean DQN,303,73,historical,10610198.93560605,3,-10610198.93560605
30200074,Mean DQN,303,74,historical,2932540.5724968007,3,-2932540.5724968007
30200075,Mean DQN,303,75,historical,4216013.064817884,3,-4216013.064817884
30200076,Mean DQN,303,76,historical,6825310.647105621,3,-6825310.647105621
30200077,Mean DQN,303,77,historical,8609060.502633508,3,-8609060.502633508
30200078,Mean DQN,303,78,historical,6182693.194051307,3,-6182693.194051307
30200079,Mean DQN,303,79,historical,360140.8599430242,3,-360140.8599430242
30200080,Mean DQN,303,80,historical,3073487.80940081,3,-3073487.80940081
30200081,Mean DQN,303,81,historical,5626485.5741124,3,-5626485.5741124
30200082,Mean DQN,303,82,historical,5637878.299172352,3,-5637878.299172352
30200083,Mean DQN,303,83,historical,12845429.207536057,3,-12845429.207536057
30200084,Mean DQN,303,84,historical,8944389.162216512,3,-8944389.162216512
30200085,Mean DQN,303,85,historical,6092771.081566203,3,-6092771.081566203
30200086,Mean DQN,303,86,historical,5767924.877662489,3,-5767924.877662489
30200087,Mean DQN,303,87,historical,7095768.782095725,3,-7095768.782095725
30200088,Mean DQN,303,88,historical,998088.6830575047,3,-998088.6830575047
30200089,Mean DQN,303,89,historical,6678416.524378524,3,-6678416.524378524
30200090,Mean DQN,303,90,historical,6341507.319741004,3,-6341507.319741004
30200091,Mean DQN,303,91,historical,12433225.290682448,3,-12433225.290682448
30200092,Mean DQN,303,92,historical,8099804.543357326,3,-8099804.543357326
30200093,Mean DQN,303,93,historical,10271418.328418573,3,-10271418.328418573
30200094,Mean DQN,303,94,historical,5667783.806890952,3,-5667783.806890952
30200095,Mean DQN,303,95,historical,3726449.7187568746,3,-3726449.7187568746
30200096,Mean DQN,303,96,historical,1551414.3903112719,3,-1551414.3903112719
30200097,Mean DQN,303,97,historical,12207804.226030828,3,-12207804.226030828
30200098,Mean DQN,303,98,historical,10446663.536287421,3,-10446663.536287421
30200099,Mean DQN,303,99,historical,8260565.02192672,3,-8260565.02192672
30200000,QR Mean,303,0,historical,6170983.140876218,4,-6170983.140876218
30200001,QR Mean,303,1,historical,5874068.93929686,4,-5874068.93929686
30200002,QR Mean,303,2,historical,11199945.276763275,4,-11199945.276763275
30200003,QR Mean,303,3,historical,9748712.874306437,4,-9748712.874306437
30200004,QR Mean,303,4,historical,8518668.678059747,4,-8518668.678059747
30200005,QR Mean,303,5,historical,10967960.995449353,4,-10967960.995449353
30200006,QR Mean,303,6,historical,5992653.0700161215,4,-5992653.0700161215
30200007,QR Mean,303,7,historical,5017053.189251166,4,-5017053.189251166
30200008,QR Mean,303,8,historical,12224807.600017287,4,-12224807.600017287
30200009,QR Mean,303,9,historical,6251367.371201288,4,-6251367.371201288
30200010,QR Mean,303,10,historical,10394091.912152283,4,-10394091.912152283
30200011,QR Mean,303,11,historical,9063647.664016597,4,-9063647.664016597
30200012,QR Mean,303,12,historical,13031663.011031998,4,-13031663.011031998
30200013,QR Mean,303,13,historical,6300930.8713154765,4,-6300930.8713154765
30200014,QR Mean,303,14,historical,7620128.545365971,4,-7620128.545365971
30200015,QR Mean,303,15,historical,9960352.838618983,4,-9960352.838618983
30200016,QR Mean,303,16,historical,6983069.068560008,4,-6983069.068560008
30200017,QR Mean,303,17,historical,6847413.624716521,4,-6847413.624716521
30200018,QR Mean,303,18,historical,3947863.882966659,4,-3947863.882966659
30200019,QR Mean,303,19,historical,3489623.4104364156,4,-3489623.4104364156
30200020,QR Mean,303,20,historical,9764925.92296001,4,-9764925.92296001
30200021,QR Mean,303,21,historical,7152954.723939948,4,-7152954.723939948
30200022,QR Mean,303,22,historical,8119045.319917605,4,-8119045.319917605
30200023,QR Mean,303,23,historical,7522563.869320934,4,-7522563.869320934
30200024,QR Mean,303,24,historical,8935872.762830127,4,-8935872.762830127
30200025,QR Mean,303,25,historical,7897243.795079555,4,-7897243.795079555
30200026,QR Mean,303,26,historical,6480982.476894976,4,-6480982.476894976
30200027,QR Mean,303,27,historical,7158008.15979814,4,-7158008.15979814
30200028,QR Mean,303,28,historical,7563727.581459284,4,-7563727.581459284
30200029,QR Mean,303,29,historical,4128132.111147809,4,-4128132.111147809
30200030,QR Mean,303,30,historical,5492833.630430451,4,-5492833.630430451
30200031,QR Mean,303,31,historical,1197812.4410610686,4,-1197812.4410610686
30200032,QR Mean,303,32,historical,8917650.099567685,4,-8917650.099567685
30200033,QR Mean,303,33,historical,7944331.3803150775,4,-7944331.3803150775
30200034,QR Mean,303,34,historical,9732326.810496848,4,-9732326.810496848
30200035,QR Mean,303,35,historical,9659988.125759259,4,-9659988.125759259
30200036,QR Mean,303,36,historical,7513869.48062394,4,-7513869.48062394
30200037,QR Mean,303,37,historical,12683774.464298118,4,-12683774.464298118
30200038,QR Mean,303,38,historical,4169476.2271423303,4,-4169476.2271423303
30200039,QR Mean,303,39,historical,2921301.281038336,4,-2921301.281038336
30200040,QR Mean,303,40,historical,6481885.491214344,4,-6481885.491214344
30200041,QR Mean,303,41,historical,3481518.4453059826,4,-3481518.4453059826
30200042,QR Mean,303,42,historical,12679971.330488078,4,-12679971.330488078
30200043,QR Mean,303,43,historical,11969478.502195561,4,-11969478.502195561
30200044,QR Mean,303,44,historical,3910806.8415801083,4,-3910806.8415801083
30200045,QR Mean,303,45,historical,2250395.840933084,4,-2250395.840933084
30200046,QR Mean,303,46,historical,6865704.790853142,4,-6865704.790853142
30200047,QR Mean,303,47,historical,7826822.725116872,4,-7826822.725116872
30200048,QR Mean,303,48,historical,1349391.1828401373,4,-1349391.1828401373
30200049,QR Mean,303,49,historical,8244574.443682012,4,-8244574.443682012
30200050,QR Mean,303,50,historical,2027174.6056899412,4,-2027174.6056899412
30200051,QR Mean,303,51,historical,1018243.6333431734,4,-1018243.6333431734
30200052,QR Mean,303,52,historical,7385361.7098415615,4,-7385361.7098415615
30200053,QR Mean,303,53,historical,10245956.35943242,4,-10245956.35943242
30200054,QR Mean,303,54,historical,8869613.419441976,4,-8869613.419441976
30200055,QR Mean,303,55,historical,7364058.248249928,4,-7364058.248249928
30200056,QR Mean,303,56,historical,7951193.120110225,4,-7951193.120110225
30200057,QR Mean,303,57,historical,8735968.734320821,4,-8735968.734320821
30200058,QR Mean,303,58,historical,1382222.5617092452,4,-1382222.5617092452
30200059,QR Mean,303,59,historical,10476487.61864764,4,-10476487.61864764
30200060,QR Mean,303,60,historical,8186253.921657113,4,-8186253.921657113
30200061,QR Mean,303,61,historical,4612708.159973607,4,-4612708.159973607
30200062,QR Mean,303,62,historical,7301880.241967803,4,-7301880.241967803
30200063,QR Mean,303,63,historical,3587995.037961588,4,-3587995.037961588
30200064,QR Mean,303,64,historical,8718454.834884787,4,-8718454.834884787
30200065,QR Mean,303,65,historical,6411337.456193517,4,-6411337.456193517
30200066,QR Mean,303,66,historical,8376415.315123955,4,-8376415.315123955
30200067,QR Mean,303,67,historical,5076682.708156871,4,-5076682.708156871
30200068,QR Mean,303,68,historical,8648031.612793725,4,-8648031.612793725
30200069,QR Mean,303,69,historical,11800114.480612218,4,-11800114.480612218
30200070,QR Mean,303,70,historical,7799429.621498479,4,-7799429.621498479
30200071,QR Mean,303,71,historical,9970635.911997821,4,-9970635.911997821
30200072,QR Mean,303,72,historical,8813388.419047045,4,-8813388.419047045
30200073,QR Mean,303,73,historical,10623480.85898112,4,-10623480.85898112
30200074,QR Mean,303,74,historical,2927020.0083716395,4,-2927020.0083716395
30200075,QR Mean,303,75,historical,4216284.595011231,4,-4216284.595011231
30200076,QR Mean,303,76,historical,6813135.382061858,4,-6813135.382061858
30200077,QR Mean,303,77,historical,8609839.966884771,4,-8609839.966884771
30200078,QR Mean,303,78,historical,6159517.217214627,4,-6159517.217214627
30200079,QR Mean,303,79,historical,365519.5892858965,4,-365519.5892858965
30200080,QR Mean,303,80,historical,3063804.4097623876,4,-3063804.4097623876
30200081,QR Mean,303,81,historical,5629516.059378429,4,-5629516.059378429
30200082,QR Mean,303,82,historical,5644336.577355239,4,-5644336.577355239
30200083,QR Mean,303,83,historical,12841941.940360758,4,-12841941.940360758
30200084,QR Mean,303,84,historical,8937072.291486496,4,-8937072.291486496
30200085,QR Mean,303,85,historical,6087006.111340353,4,-6087006.111340353
30200086,QR Mean,303,86,historical,5775850.307746284,4,-5775850.307746284
30200087,QR Mean,303,87,historical,7128651.527318102,4,-7128651.527318102
30200088,QR Mean,303,88,historical,997739.1318844783,4,-997739.1318844783
30200089,QR Mean,303,89,historical,6664587.9547604285,4,-6664587.9547604285
30200090,QR Mean,303,90,historical,6337604.824489965,4,-6337604.824489965
30200091,QR Mean,303,91,historical,12439085.02579135,4,-12439085.02579135
30200092,QR Mean,303,92,historical,8096759.045274943,4,-8096759.045274943
30200093,QR Mean,303,93,historical,10275725.92692408,4,-10275725.92692408
30200094,QR Mean,303,94,historical,5643950.759258117,4,-5643950.759258117
30200095,QR Mean,303,95,historical,3719162.8729614248,4,-3719162.8729614248
30200096,QR Mean,303,96,historical,1575702.1610911817,4,-1575702.1610911817
30200097,QR Mean,303,97,historical,12205275.071587821,4,-12205275.071587821
30200098,QR Mean,303,98,historical,10446007.224661874,4,-10446007.224661874
30200099,QR Mean,303,99,historical,8262626.464063192,4,-8262626.464063192
30200000,Tail-QR Zoning,303,0,historical,6171752.4848510735,4,-6171752.4848510735
30200001,Tail-QR Zoning,303,1,historical,5873489.490950928,4,-5873489.490950928
30200002,Tail-QR Zoning,303,2,historical,11200889.648719154,4,-11200889.648719154
30200003,Tail-QR Zoning,303,3,historical,9749276.384615581,4,-9749276.384615581
30200004,Tail-QR Zoning,303,4,historical,8519925.330819251,4,-8519925.330819251
30200005,Tail-QR Zoning,303,5,historical,10968014.152902357,4,-10968014.152902357
30200006,Tail-QR Zoning,303,6,historical,5993180.113908751,4,-5993180.113908751
30200007,Tail-QR Zoning,303,7,historical,5016826.144357182,4,-5016826.144357182
30200008,Tail-QR Zoning,303,8,historical,12224649.384903863,4,-12224649.384903863
30200009,Tail-QR Zoning,303,9,historical,6252764.958790675,4,-6252764.958790675
30200010,Tail-QR Zoning,303,10,historical,10394429.225371175,4,-10394429.225371175
30200011,Tail-QR Zoning,303,11,historical,9064225.234238446,4,-9064225.234238446
30200012,Tail-QR Zoning,303,12,historical,13031783.96339727,4,-13031783.96339727
30200013,Tail-QR Zoning,303,13,historical,6300319.973008839,4,-6300319.973008839
30200014,Tail-QR Zoning,303,14,historical,7620933.869150579,4,-7620933.869150579
30200015,Tail-QR Zoning,303,15,historical,9961234.661956405,4,-9961234.661956405
30200016,Tail-QR Zoning,303,16,historical,6982984.609462116,4,-6982984.609462116
30200017,Tail-QR Zoning,303,17,historical,6848619.283651721,4,-6848619.283651721
30200018,Tail-QR Zoning,303,18,historical,3948554.88479368,4,-3948554.88479368
30200019,Tail-QR Zoning,303,19,historical,3489509.095138308,4,-3489509.095138308
30200020,Tail-QR Zoning,303,20,historical,9766044.983609026,4,-9766044.983609026
30200021,Tail-QR Zoning,303,21,historical,7154272.134024218,4,-7154272.134024218
30200022,Tail-QR Zoning,303,22,historical,8120455.827794829,4,-8120455.827794829
30200023,Tail-QR Zoning,303,23,historical,7523323.39795585,4,-7523323.39795585
30200024,Tail-QR Zoning,303,24,historical,8935359.684190042,4,-8935359.684190042
30200025,Tail-QR Zoning,303,25,historical,7897513.8660847945,4,-7897513.8660847945
30200026,Tail-QR Zoning,303,26,historical,6480470.279422029,4,-6480470.279422029
30200027,Tail-QR Zoning,303,27,historical,7159063.044299018,4,-7159063.044299018
30200028,Tail-QR Zoning,303,28,historical,7563806.690862708,4,-7563806.690862708
30200029,Tail-QR Zoning,303,29,historical,4128782.7470167642,4,-4128782.7470167642
30200030,Tail-QR Zoning,303,30,historical,5492711.121158997,4,-5492711.121158997
30200031,Tail-QR Zoning,303,31,historical,1197736.9260471005,4,-1197736.9260471005
30200032,Tail-QR Zoning,303,32,historical,8918306.181525666,4,-8918306.181525666
30200033,Tail-QR Zoning,303,33,historical,7944629.249235823,4,-7944629.249235823
30200034,Tail-QR Zoning,303,34,historical,9733116.308018666,4,-9733116.308018666
30200035,Tail-QR Zoning,303,35,historical,9660586.466899386,4,-9660586.466899386
30200036,Tail-QR Zoning,303,36,historical,7515072.384392348,4,-7515072.384392348
30200037,Tail-QR Zoning,303,37,historical,12684255.76596498,4,-12684255.76596498
30200038,Tail-QR Zoning,303,38,historical,4169873.252950782,4,-4169873.252950782
30200039,Tail-QR Zoning,303,39,historical,2921617.501750675,4,-2921617.501750675
30200040,Tail-QR Zoning,303,40,historical,6482802.213082491,4,-6482802.213082491
30200041,Tail-QR Zoning,303,41,historical,3481804.426262,4,-3481804.426262
30200042,Tail-QR Zoning,303,42,historical,12679739.908039339,4,-12679739.908039339
30200043,Tail-QR Zoning,303,43,historical,11969872.661079044,4,-11969872.661079044
30200044,Tail-QR Zoning,303,44,historical,3911916.9410135564,4,-3911916.9410135564
30200045,Tail-QR Zoning,303,45,historical,2252108.239234766,4,-2252108.239234766
30200046,Tail-QR Zoning,303,46,historical,6866243.997111422,4,-6866243.997111422
30200047,Tail-QR Zoning,303,47,historical,7828055.333324837,4,-7828055.333324837
30200048,Tail-QR Zoning,303,48,historical,1350074.393019645,4,-1350074.393019645
30200049,Tail-QR Zoning,303,49,historical,8244338.324526748,4,-8244338.324526748
30200050,Tail-QR Zoning,303,50,historical,2027928.0075141953,4,-2027928.0075141953
30200051,Tail-QR Zoning,303,51,historical,1018525.6176236982,4,-1018525.6176236982
30200052,Tail-QR Zoning,303,52,historical,7386079.693033014,4,-7386079.693033014
30200053,Tail-QR Zoning,303,53,historical,10247738.038289513,4,-10247738.038289513
30200054,Tail-QR Zoning,303,54,historical,8868822.23294947,4,-8868822.23294947
30200055,Tail-QR Zoning,303,55,historical,7364916.131577695,4,-7364916.131577695
30200056,Tail-QR Zoning,303,56,historical,7951819.5729109105,4,-7951819.5729109105
30200057,Tail-QR Zoning,303,57,historical,8736957.175722718,4,-8736957.175722718
30200058,Tail-QR Zoning,303,58,historical,1383331.6090826576,4,-1383331.6090826576
30200059,Tail-QR Zoning,303,59,historical,10477275.591365425,4,-10477275.591365425
30200060,Tail-QR Zoning,303,60,historical,8186457.430416122,4,-8186457.430416122
30200061,Tail-QR Zoning,303,61,historical,4613515.941188376,4,-4613515.941188376
30200062,Tail-QR Zoning,303,62,historical,7302479.270986363,4,-7302479.270986363
30200063,Tail-QR Zoning,303,63,historical,3588695.798584886,4,-3588695.798584886
30200064,Tail-QR Zoning,303,64,historical,8718913.284318682,4,-8718913.284318682
30200065,Tail-QR Zoning,303,65,historical,6411020.437871927,4,-6411020.437871927
30200066,Tail-QR Zoning,303,66,historical,8377306.8635452045,4,-8377306.8635452045
30200067,Tail-QR Zoning,303,67,historical,5078263.344754437,4,-5078263.344754437
30200068,Tail-QR Zoning,303,68,historical,8649779.482441785,4,-8649779.482441785
30200069,Tail-QR Zoning,303,69,historical,11799649.453751769,4,-11799649.453751769
30200070,Tail-QR Zoning,303,70,historical,7801090.576083874,4,-7801090.576083874
30200071,Tail-QR Zoning,303,71,historical,9971506.838580951,4,-9971506.838580951
30200072,Tail-QR Zoning,303,72,historical,8813380.016421994,4,-8813380.016421994
30200073,Tail-QR Zoning,303,73,historical,10623604.220060248,4,-10623604.220060248
30200074,Tail-QR Zoning,303,74,historical,2927462.057904636,4,-2927462.057904636
30200075,Tail-QR Zoning,303,75,historical,4216662.317850804,4,-4216662.317850804
30200076,Tail-QR Zoning,303,76,historical,6813697.472492844,4,-6813697.472492844
30200077,Tail-QR Zoning,303,77,historical,8610895.948759666,4,-8610895.948759666
30200078,Tail-QR Zoning,303,78,historical,6159678.096872661,4,-6159678.096872661
30200079,Tail-QR Zoning,303,79,historical,367675.5660151413,4,-367675.5660151413
30200080,Tail-QR Zoning,303,80,historical,3065003.029791511,4,-3065003.029791511
30200081,Tail-QR Zoning,303,81,historical,5629099.175280128,4,-5629099.175280128
30200082,Tail-QR Zoning,303,82,historical,5645367.708156628,4,-5645367.708156628
30200083,Tail-QR Zoning,303,83,historical,12842361.737722797,4,-12842361.737722797
30200084,Tail-QR Zoning,303,84,historical,8936853.782744393,4,-8936853.782744393
30200085,Tail-QR Zoning,303,85,historical,6087874.347992362,4,-6087874.347992362
30200086,Tail-QR Zoning,303,86,historical,5776418.755576544,4,-5776418.755576544
30200087,Tail-QR Zoning,303,87,historical,7128353.083306067,4,-7128353.083306067
30200088,Tail-QR Zoning,303,88,historical,997172.0133801356,4,-997172.0133801356
30200089,Tail-QR Zoning,303,89,historical,6666820.639806561,4,-6666820.639806561
30200090,Tail-QR Zoning,303,90,historical,6336992.019406809,4,-6336992.019406809
30200091,Tail-QR Zoning,303,91,historical,12439264.911104813,4,-12439264.911104813
30200092,Tail-QR Zoning,303,92,historical,8096650.188570086,4,-8096650.188570086
30200093,Tail-QR Zoning,303,93,historical,10275299.1801349,4,-10275299.1801349
30200094,Tail-QR Zoning,303,94,historical,5645434.434286888,4,-5645434.434286888
30200095,Tail-QR Zoning,303,95,historical,3718573.1080665844,4,-3718573.1080665844
30200096,Tail-QR Zoning,303,96,historical,1576223.5461849594,4,-1576223.5461849594
30200097,Tail-QR Zoning,303,97,historical,12204876.87860753,4,-12204876.87860753
30200098,Tail-QR Zoning,303,98,historical,10446844.694174433,4,-10446844.694174433
30200099,Tail-QR Zoning,303,99,historical,8264362.273181708,4,-8264362.273181708
30300000,Static Zoning,404,0,historical,11740215.214625673,0,-11740215.214625673
30300001,Static Zoning,404,1,historical,5095528.446884111,0,-5095528.446884111
30300002,Static Zoning,404,2,historical,7634596.552600231,0,-7634596.552600231
30300003,Static Zoning,404,3,historical,8795650.48326562,0,-8795650.48326562
30300004,Static Zoning,404,4,historical,10436628.026857592,0,-10436628.026857592
30300005,Static Zoning,404,5,historical,4645125.077424207,0,-4645125.077424207
30300006,Static Zoning,404,6,historical,6181564.0974377245,0,-6181564.0974377245
30300007,Static Zoning,404,7,historical,9891408.945351673,0,-9891408.945351673
30300008,Static Zoning,404,8,historical,5748924.535063697,0,-5748924.535063697
30300009,Static Zoning,404,9,historical,10853926.20430872,0,-10853926.20430872
30300010,Static Zoning,404,10,historical,5881615.568094099,0,-5881615.568094099
30300011,Static Zoning,404,11,historical,10057329.87197686,0,-10057329.87197686
30300012,Static Zoning,404,12,historical,8769976.977738548,0,-8769976.977738548
30300013,Static Zoning,404,13,historical,3700041.1706213066,0,-3700041.1706213066
30300014,Static Zoning,404,14,historical,7332045.90402583,0,-7332045.90402583
30300015,Static Zoning,404,15,historical,11964921.023986375,0,-11964921.023986375
30300016,Static Zoning,404,16,historical,6162082.081700277,0,-6162082.081700277
30300017,Static Zoning,404,17,historical,5307383.370432062,0,-5307383.370432062
30300018,Static Zoning,404,18,historical,10482619.596993238,0,-10482619.596993238
30300019,Static Zoning,404,19,historical,8668904.203375446,0,-8668904.203375446
30300020,Static Zoning,404,20,historical,1285188.304182062,0,-1285188.304182062
30300021,Static Zoning,404,21,historical,9660889.871601522,0,-9660889.871601522
30300022,Static Zoning,404,22,historical,7819993.619004339,0,-7819993.619004339
30300023,Static Zoning,404,23,historical,2877257.254630116,0,-2877257.254630116
30300024,Static Zoning,404,24,historical,12705695.89129689,0,-12705695.89129689
30300025,Static Zoning,404,25,historical,7405914.088448346,0,-7405914.088448346
30300026,Static Zoning,404,26,historical,1951362.8171933175,0,-1951362.8171933175
30300027,Static Zoning,404,27,historical,4156622.1826402107,0,-4156622.1826402107
30300028,Static Zoning,404,28,historical,8780348.111932235,0,-8780348.111932235
30300029,Static Zoning,404,29,historical,11109363.51256112,0,-11109363.51256112
30300030,Static Zoning,404,30,historical,9579212.302501163,0,-9579212.302501163
30300031,Static Zoning,404,31,historical,7966186.945133996,0,-7966186.945133996
30300032,Static Zoning,404,32,historical,7135747.918264735,0,-7135747.918264735
30300033,Static Zoning,404,33,historical,9537745.784572862,0,-9537745.784572862
30300034,Static Zoning,404,34,historical,4940568.148128104,0,-4940568.148128104
30300035,Static Zoning,404,35,historical,10147026.239701346,0,-10147026.239701346
30300036,Static Zoning,404,36,historical,10120662.520901788,0,-10120662.520901788
30300037,Static Zoning,404,37,historical,10729189.59230191,0,-10729189.59230191
30300038,Static Zoning,404,38,historical,10847977.05223281,0,-10847977.05223281
30300039,Static Zoning,404,39,historical,9975310.489934338,0,-9975310.489934338
30300040,Static Zoning,404,40,historical,4039416.9803785905,0,-4039416.9803785905
30300041,Static Zoning,404,41,historical,6446208.945265869,0,-6446208.945265869
30300042,Static Zoning,404,42,historical,783703.8283505503,0,-783703.8283505503
30300043,Static Zoning,404,43,historical,2974481.3566337526,0,-2974481.3566337526
30300044,Static Zoning,404,44,historical,10181857.703605697,0,-10181857.703605697
30300045,Static Zoning,404,45,historical,2612649.7631073855,0,-2612649.7631073855
30300046,Static Zoning,404,46,historical,9070537.110002642,0,-9070537.110002642
30300047,Static Zoning,404,47,historical,6599306.308067663,0,-6599306.308067663
30300048,Static Zoning,404,48,historical,6469441.096060274,0,-6469441.096060274
30300049,Static Zoning,404,49,historical,-87912.1155347396,0,87912.1155347396
30300050,Static Zoning,404,50,historical,11508342.41879641,0,-11508342.41879641
30300051,Static Zoning,404,51,historical,6518044.545659197,0,-6518044.545659197
30300052,Static Zoning,404,52,historical,8932673.047934564,0,-8932673.047934564
30300053,Static Zoning,404,53,historical,10813740.029004628,0,-10813740.029004628
30300054,Static Zoning,404,54,historical,8664431.952132072,0,-8664431.952132072
30300055,Static Zoning,404,55,historical,2210914.0183058074,0,-2210914.0183058074
30300056,Static Zoning,404,56,historical,3522392.606977281,0,-3522392.606977281
30300057,Static Zoning,404,57,historical,6660101.588477109,0,-6660101.588477109
30300058,Static Zoning,404,58,historical,7675490.883158321,0,-7675490.883158321
30300059,Static Zoning,404,59,historical,3323187.9439824196,0,-3323187.9439824196
30300060,Static Zoning,404,60,historical,2137032.3059804,0,-2137032.3059804
30300061,Static Zoning,404,61,historical,7406297.237733984,0,-7406297.237733984
30300062,Static Zoning,404,62,historical,3448916.4970397716,0,-3448916.4970397716
30300063,Static Zoning,404,63,historical,4695513.619806057,0,-4695513.619806057
30300064,Static Zoning,404,64,historical,4099499.1794907264,0,-4099499.1794907264
30300065,Static Zoning,404,65,historical,3681499.4983656323,0,-3681499.4983656323
30300066,Static Zoning,404,66,historical,9111156.83833614,0,-9111156.83833614
30300067,Static Zoning,404,67,historical,7941503.811107187,0,-7941503.811107187
30300068,Static Zoning,404,68,historical,3219432.974254265,0,-3219432.974254265
30300069,Static Zoning,404,69,historical,4644392.47390463,0,-4644392.47390463
30300070,Static Zoning,404,70,historical,4742160.023803253,0,-4742160.023803253
30300071,Static Zoning,404,71,historical,9249971.365529273,0,-9249971.365529273
30300072,Static Zoning,404,72,historical,6599499.7095586425,0,-6599499.7095586425
30300073,Static Zoning,404,73,historical,10875982.819512824,0,-10875982.819512824
30300074,Static Zoning,404,74,historical,6188502.722144809,0,-6188502.722144809
30300075,Static Zoning,404,75,historical,8955253.696995746,0,-8955253.696995746
30300076,Static Zoning,404,76,historical,9096709.085937958,0,-9096709.085937958
30300077,Static Zoning,404,77,historical,6750695.615576132,0,-6750695.615576132
30300078,Static Zoning,404,78,historical,5840891.813409998,0,-5840891.813409998
30300079,Static Zoning,404,79,historical,10929970.631625876,0,-10929970.631625876
30300080,Static Zoning,404,80,historical,2585666.483710695,0,-2585666.483710695
30300081,Static Zoning,404,81,historical,5386118.878113318,0,-5386118.878113318
30300082,Static Zoning,404,82,historical,6978249.9710692,0,-6978249.9710692
30300083,Static Zoning,404,83,historical,7301652.369647144,0,-7301652.369647144
30300084,Static Zoning,404,84,historical,3427293.017795791,0,-3427293.017795791
30300085,Static Zoning,404,85,historical,5842976.421978938,0,-5842976.421978938
30300086,Static Zoning,404,86,historical,1103967.74720205,0,-1103967.74720205
30300087,Static Zoning,404,87,historical,8354485.925577033,0,-8354485.925577033
30300088,Static Zoning,404,88,historical,8150472.133990708,0,-8150472.133990708
30300089,Static Zoning,404,89,historical,5631337.204864962,0,-5631337.204864962
30300090,Static Zoning,404,90,historical,1925197.4682308969,0,-1925197.4682308969
30300091,Static Zoning,404,91,historical,9996325.500071919,0,-9996325.500071919
30300092,Static Zoning,404,92,historical,1753182.4958325857,0,-1753182.4958325857
30300093,Static Zoning,404,93,historical,8133344.455373998,0,-8133344.455373998
30300094,Static Zoning,404,94,historical,3385521.533660877,0,-3385521.533660877
30300095,Static Zoning,404,95,historical,8562135.315577513,0,-8562135.315577513
30300096,Static Zoning,404,96,historical,10230721.122959176,0,-10230721.122959176
30300097,Static Zoning,404,97,historical,4559358.697047473,0,-4559358.697047473
30300098,Static Zoning,404,98,historical,4253117.860891951,0,-4253117.860891951
30300099,Static Zoning,404,99,historical,7426853.496254358,0,-7426853.496254358
30300000,Mean DQN,404,0,historical,11763317.723255035,4,-11763317.723255035
30300001,Mean DQN,404,1,historical,5146948.579838723,4,-5146948.579838723
30300002,Mean DQN,404,2,historical,7695145.786578435,4,-7695145.786578435
30300003,Mean DQN,404,3,historical,8842766.525270686,4,-8842766.525270686
30300004,Mean DQN,404,4,historical,10460873.504983246,4,-10460873.504983246
30300005,Mean DQN,404,5,historical,4693253.588761741,4,-4693253.588761741
30300006,Mean DQN,404,6,historical,6231678.98861563,4,-6231678.98861563
30300007,Mean DQN,404,7,historical,9941920.490649255,4,-9941920.490649255
30300008,Mean DQN,404,8,historical,5771118.15909972,4,-5771118.15909972
30300009,Mean DQN,404,9,historical,10917098.970490206,4,-10917098.970490206
30300010,Mean DQN,404,10,historical,5915207.687980091,4,-5915207.687980091
30300011,Mean DQN,404,11,historical,10082155.679176634,4,-10082155.679176634
30300012,Mean DQN,404,12,historical,8778400.099163763,4,-8778400.099163763
30300013,Mean DQN,404,13,historical,3791966.871266978,4,-3791966.871266978
30300014,Mean DQN,404,14,historical,7400386.03297844,4,-7400386.03297844
30300015,Mean DQN,404,15,historical,12002290.753443781,4,-12002290.753443781
30300016,Mean DQN,404,16,historical,6201008.432141287,4,-6201008.432141287
30300017,Mean DQN,404,17,historical,5322346.87739063,4,-5322346.87739063
30300018,Mean DQN,404,18,historical,10508834.8339021,4,-10508834.8339021
30300019,Mean DQN,404,19,historical,8710056.090061726,4,-8710056.090061726
30300020,Mean DQN,404,20,historical,1298982.619448975,4,-1298982.619448975
30300021,Mean DQN,404,21,historical,9686513.701147769,4,-9686513.701147769
30300022,Mean DQN,404,22,historical,7846853.596368311,4,-7846853.596368311
30300023,Mean DQN,404,23,historical,2916307.712713201,4,-2916307.712713201
30300024,Mean DQN,404,24,historical,12721847.323432922,4,-12721847.323432922
30300025,Mean DQN,404,25,historical,7451289.19991879,4,-7451289.19991879
30300026,Mean DQN,404,26,historical,1991238.8431480457,4,-1991238.8431480457
30300027,Mean DQN,404,27,historical,4194484.05088451,4,-4194484.05088451
30300028,Mean DQN,404,28,historical,8822787.946958736,4,-8822787.946958736
30300029,Mean DQN,404,29,historical,11149873.001551775,4,-11149873.001551775
30300030,Mean DQN,404,30,historical,9623374.681763994,4,-9623374.681763994
30300031,Mean DQN,404,31,historical,8011370.6612006035,4,-8011370.6612006035
30300032,Mean DQN,404,32,historical,7126737.574153528,4,-7126737.574153528
30300033,Mean DQN,404,33,historical,9559101.208902303,4,-9559101.208902303
30300034,Mean DQN,404,34,historical,4979739.3652845025,4,-4979739.3652845025
30300035,Mean DQN,404,35,historical,10180403.299614016,4,-10180403.299614016
30300036,Mean DQN,404,36,historical,10179892.307253841,4,-10179892.307253841
