trajectory_id,method,seed,rep,stress,G0,selected_stage,adverse_return
30000032,Tail-QR Zoning,101,32,historical,4955046.025783302,1,-4955046.025783302
30000033,Tail-QR Zoning,101,33,historical,13991782.155814067,1,-13991782.155814067
30000034,Tail-QR Zoning,101,34,historical,10721620.471863309,1,-10721620.471863309
30000035,Tail-QR Zoning,101,35,historical,5990986.3275135,1,-5990986.3275135
30000036,Tail-QR Zoning,101,36,historical,7351035.15115972,1,-7351035.15115972
30000037,Tail-QR Zoning,101,37,historical,7130339.610313383,1,-7130339.610313383
30000038,Tail-QR Zoning,101,38,historical,5713297.79511538,1,-5713297.79511538
30000039,Tail-QR Zoning,101,39,historical,13956371.682515394,1,-13956371.682515394
30000040,Tail-QR Zoning,101,40,historical,2562614.0783441,1,-2562614.0783441
30000041,Tail-QR Zoning,101,41,historical,3589828.137709442,1,-3589828.137709442
30000042,Tail-QR Zoning,101,42,historical,5957660.251925109,1,-5957660.251925109
30000043,Tail-QR Zoning,101,43,historical,9280642.70509261,1,-9280642.70509261
30000044,Tail-QR Zoning,101,44,historical,8322351.476622076,1,-8322351.476622076
30000045,Tail-QR Zoning,101,45,historical,7153169.166831457,1,-7153169.166831457
30000046,Tail-QR Zoning,101,46,historical,9365472.267260622,1,-9365472.267260622
30000047,Tail-QR Zoning,101,47,historical,11191706.982039394,1,-11191706.982039394
30000048,Tail-QR Zoning,101,48,historical,8058916.2783653615,1,-8058916.2783653615
30000049,Tail-QR Zoning,101,49,historical,7977312.623532867,1,-7977312.623532867
30000050,Tail-QR Zoning,101,50,historical,6633034.928482144,1,-6633034.928482144
30000051,Tail-QR Zoning,101,51,historical,6861036.5748041505,1,-6861036.5748041505
30000052,Tail-QR Zoning,101,52,historical,3614401.4597764565,1,-3614401.4597764565
30000053,Tail-QR Zoning,101,53,historical,6213845.252517357,1,-6213845.252517357
30000054,Tail-QR Zoning,101,54,historical,7483160.760692475,1,-7483160.760692475
30000055,Tail-QR Zoning,101,55,historical,8239319.4909909675,1,-8239319.4909909675
30000056,Tail-QR Zoning,101,56,historical,2275283.0775643503,1,-2275283.0775643503
30000057,Tail-QR Zoning,101,57,historical,4249013.913526207,1,-4249013.913526207
30000058,Tail-QR Zoning,101,58,historical,6849720.419773729,1,-6849720.419773729
30000059,Tail-QR Zoning,101,59,historical,8225566.769927625,1,-8225566.769927625
30000060,Tail-QR Zoning,101,60,historical,10029650.694440765,1,-10029650.694440765
30000061,Tail-QR Zoning,101,61,historical,8737126.015263962,1,-8737126.015263962
30000062,Tail-QR Zoning,101,62,historical,7876439.413576059,1,-7876439.413576059
30000063,Tail-QR Zoning,101,63,historical,9753753.159730611,1,-9753753.159730611
30000064,Tail-QR Zoning,101,64,historical,5616943.572896274,1,-5616943.572896274
30000065,Tail-QR Zoning,101,65,historical,7912934.289895538,1,-7912934.289895538
